Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize
Hawthorn East,2,h,1100000.0,7.5,2.0,1.0,2.0,206.0
Travancore,4,h,1562000.0,5.3,4.0,2.0,1.0,621.0
Kensington,2,u,525000.0,4.2,2.0,1.0,1.0,0.0
Brighton,3,h,1171000.0,11.2,3.0,2.0,2.0,279.0
Bulleen,4,h,976000.0,11.8,4.0,1.0,1.0,701.0
Elsternwick,3,u,1240000.0,8.5,3.0,2.0,2.0,319.0
Brunswick West,4,h,970000.0,5.9,4.0,3.0,2.0,499.0
Ascot Vale,2,h,636500.0,5.9,2.0,1.0,1.0,0.0
Maidstone,3,h,725500.0,9.2,3.0,2.0,2.0,214.0
Thornbury,3,h,1135000.0,6.5,3.0,1.0,1.0,294.0
Albion,3,u,675000.0,10.5,3.0,1.0,1.0,284.0
Essendon,2,u,453000.0,8.0,2.0,1.0,1.0,0.0
Glenroy,3,h,815000.0,11.2,3.0,1.0,3.0,760.0
Coburg,3,t,720000.0,7.8,3.0,2.0,2.0,531.0
North Melbourne,3,h,1425000.0,1.8,3.0,1.0,3.0,163.0
Hadfield,3,h,545000.0,12.1,3.0,2.0,3.0,230.0
Taylors Lakes,4,h,716000.0,15.5,4.0,2.0,2.0,684.0
Northcote,4,h,2004000.0,5.5,3.0,2.0,1.0,569.0
South Yarra,2,u,666000.0,2.7,2.0,1.0,1.0,0.0
Bentleigh,6,h,2000000.0,13.0,6.0,2.0,2.0,702.0
Doreen,4,h,500000.0,25.9,4.0,2.0,2.0,550.0
Glen Iris,5,h,2000000.0,9.2,5.0,3.0,1.0,696.0
Coburg,2,h,930000.0,7.8,2.0,1.0,0.0,275.0
Wollert,2,u,390000.0,25.5,2.0,1.0,1.0,197.0
Deer Park,3,h,632000.0,14.8,3.0,1.0,1.0,562.0
Kensington,3,h,829000.0,4.2,2.0,2.0,2.0,84.0
Brunswick,3,h,1450000.0,5.2,3.0,1.0,2.0,304.0
Burwood,4,h,1601000.0,11.7,4.0,2.0,1.0,863.0
Pascoe Vale,2,h,740000.0,8.5,2.0,1.0,1.0,487.0
Sunshine West,3,h,825000.0,13.5,3.0,1.0,0.0,792.0
Moonee Ponds,3,h,1260000.0,6.9,3.0,2.0,1.0,253.0
Gowanbrae,4,h,970000.0,13.6,4.0,2.0,3.0,737.0
Werribee,3,h,442000.0,14.7,3.0,1.0,1.0,575.0
Coburg North,2,u,330000.0,9.2,2.0,1.0,1.0,0.0
Reservoir,2,t,490000.0,11.2,3.0,1.0,1.0,126.0
Windsor,3,h,2368000.0,5.1,3.0,2.0,1.0,322.0
Moonee Ponds,2,u,675000.0,6.9,2.0,1.0,1.0,206.0
Bellfield,3,h,1006000.0,8.8,3.0,1.0,0.0,758.0
Broadmeadows,3,h,518500.0,14.0,3.0,1.0,0.0,576.0
Murrumbeena,3,h,1260000.0,12.1,3.0,1.0,1.0,345.0
Brighton East,5,h,1200000.0,10.7,5.0,2.0,5.0,775.0
Hampton,3,h,1450000.0,13.7,3.0,2.0,2.0,413.0
Beaumaris,4,h,1611000.0,17.3,4.0,2.0,2.0,650.0
Richmond,2,h,1172000.0,2.4,2.0,1.0,0.0,155.0
Mulgrave,3,h,940000.0,18.8,3.0,2.0,3.0,709.0
Montmorency,4,h,940000.0,16.2,4.0,2.0,2.0,870.0
Camberwell,3,h,2570000.0,7.8,3.0,2.0,1.0,766.0
Richmond,3,h,1285000.0,2.6,3.0,2.0,1.0,123.0
Eltham North,4,h,920000.0,18.0,4.0,3.0,2.0,1503.0
Balwyn North,5,h,1836000.0,9.2,4.0,2.0,2.0,939.0
Surrey Hills,2,t,770500.0,11.2,1.0,2.0,1.0,88.0
Pascoe Vale,2,h,910000.0,9.9,2.0,1.0,3.0,602.0
North Melbourne,2,t,841000.0,2.3,2.0,1.0,1.0,215.0
Hampton,2,u,665000.0,13.7,2.0,1.0,1.0,136.0
Hawthorn East,3,h,1615000.0,7.5,3.0,3.0,4.0,459.0
Spotswood,2,h,782500.0,6.2,2.0,1.0,1.0,243.0
Avondale Heights,3,h,805000.0,10.5,3.0,2.0,2.0,593.0
Flemington,3,h,1012000.0,4.4,3.0,1.0,1.0,212.0
Canterbury,2,u,690500.0,9.0,2.0,1.0,1.0,118.0
Footscray,1,u,210000.0,6.4,1.0,1.0,1.0,0.0
Yarraville,3,h,1050000.0,7.0,2.0,2.0,1.0,462.0
Bentleigh East,4,h,1035000.0,13.9,3.0,1.0,2.0,610.0
Avondale Heights,4,h,950000.0,10.5,4.0,3.0,3.0,761.0
Port Melbourne,2,h,1260000.0,3.5,2.0,1.0,,112.0
Surrey Hills,2,u,745000.0,11.2,2.0,1.0,1.0,161.0
Cheltenham,3,h,1240000.0,17.9,3.0,1.0,4.0,605.0
Oakleigh South,3,h,1080000.0,14.7,3.0,2.0,2.0,716.0
Ormond,2,u,950000.0,11.8,2.0,1.0,1.0,0.0
Maidstone,3,h,490000.0,9.2,3.0,1.0,2.0,269.0
South Yarra,1,u,490000.0,3.3,1.0,1.0,1.0,0.0
Seddon,2,u,355000.0,6.6,2.0,1.0,1.0,0.0
Brunswick,3,h,1053000.0,5.2,3.0,1.0,1.0,343.0
Fairfield,2,u,676000.0,5.8,2.0,1.0,1.0,0.0
Footscray,2,u,296000.0,6.4,2.0,1.0,1.0,0.0
Brighton,2,h,1570000.0,11.2,2.0,1.0,0.0,352.0
Bentleigh,3,h,1425000.0,13.0,3.0,2.0,2.0,613.0
Rockbank,2,h,340000.0,23.8,2.0,1.0,0.0,609.0
Brighton East,4,h,2504000.0,10.7,4.0,2.0,2.0,674.0
Sunshine West,3,h,496000.0,13.5,3.0,1.0,2.0,780.0
Ascot Vale,2,u,455000.0,5.9,3.0,1.0,2.0,0.0
Kew,3,h,3065000.0,5.6,3.0,2.0,3.0,773.0
Yallambie,5,h,1670000.0,12.7,5.0,3.0,2.0,617.0
Brunswick,4,h,1500000.0,5.2,4.0,2.0,1.0,459.0
Reservoir,3,h,935000.0,12.0,3.0,1.0,2.0,529.0
Balwyn,3,h,3401000.0,9.7,3.0,2.0,1.0,706.0
Maidstone,2,h,927000.0,9.2,2.0,1.0,4.0,524.0
Southbank,2,u,592500.0,1.2,2.0,2.0,1.0,0.0
Mentone,3,h,1002500.0,20.0,3.0,1.0,2.0,560.0
Jacana,2,t,390000.0,14.0,2.0,1.0,1.0,165.0
Heidelberg,4,h,1362000.0,10.6,4.0,2.0,2.0,635.0
Mill Park,4,h,757000.0,17.9,4.0,2.0,3.0,800.0
Parkdale,1,t,503750.0,21.5,1.0,1.0,1.0,80.0
Caroline Springs,3,h,646000.0,14.8,3.0,1.0,2.0,238.0
Templestowe Lower,4,h,1181000.0,13.8,4.0,2.0,2.0,805.0
Frankston,3,h,634000.0,38.0,3.0,1.0,1.0,586.0
Keilor East,3,h,785000.0,12.8,3.0,1.0,2.0,606.0
Maidstone,3,h,760000.0,9.2,3.0,1.0,2.0,584.0
Forest Hill,2,h,680000.0,15.4,2.0,1.0,1.0,189.0
Port Melbourne,3,t,950000.0,3.8,3.0,2.0,2.0,0.0
Cheltenham,2,t,745000.0,17.9,2.0,1.0,2.0,359.0
Keilor East,4,h,871000.0,12.8,4.0,2.0,2.0,570.0
South Melbourne,3,h,1390000.0,2.1,3.0,2.0,1.0,138.0
Reservoir,2,u,352000.0,11.2,2.0,1.0,1.0,0.0
Moorabbin,3,t,785000.0,14.6,3.0,2.0,2.0,169.0
Bentleigh,3,h,1390000.0,13.0,3.0,1.0,2.0,723.0
Moonee Ponds,3,h,1375000.0,6.2,3.0,1.0,1.0,449.0
Wheelers Hill,5,h,1095000.0,16.7,5.0,2.0,2.0,629.0
Melton,3,h,283000.0,31.7,3.0,1.0,0.0,362.0
Essendon,3,h,825000.0,8.0,3.0,1.0,3.0,477.0
Altona,2,u,620000.0,13.8,2.0,1.0,1.0,168.0
Cranbourne North,4,h,500000.0,34.7,4.0,2.0,0.0,579.0
Prahran,3,h,1100000.0,4.5,2.0,1.0,1.0,111.0
South Morang,3,h,690000.0,20.5,3.0,2.0,2.0,545.0
Sunshine West,3,h,700000.0,13.5,3.0,1.0,2.0,701.0
Sunshine North,5,h,605000.0,13.3,5.0,2.0,2.0,661.0
Cairnlea,3,h,560000.0,14.8,3.0,2.0,1.0,295.0
Malvern East,3,t,1135000.0,11.2,3.0,3.0,2.0,0.0
Hawthorn,2,u,815000.0,4.6,2.0,1.0,1.0,0.0
Dandenong,3,h,665000.0,24.7,3.0,1.0,2.0,540.0
Delahey,3,h,560000.0,18.0,3.0,2.0,2.0,543.0
Brunswick,3,h,1700000.0,5.2,3.0,2.0,0.0,200.0
Mulgrave,3,t,650000.0,18.8,3.0,2.0,1.0,145.0
Oak Park,3,h,725000.0,11.2,3.0,1.0,1.0,327.0
Kew,4,h,2245000.0,5.6,4.0,3.0,2.0,627.0
Meadow Heights,3,h,473000.0,17.4,3.0,1.0,2.0,501.0
Windsor,2,u,380000.0,5.1,2.0,1.0,1.0,0.0
Eltham,3,h,975000.0,18.0,3.0,1.0,0.0,841.0
Carnegie,3,h,1200000.0,11.4,3.0,2.0,2.0,515.0
Essendon,2,u,411000.0,8.0,2.0,1.0,1.0,0.0
Preston,3,h,930000.0,8.8,3.0,1.0,2.0,468.0
St Kilda,1,u,420000.0,6.1,1.0,1.0,0.0,954.0
Glenroy,4,h,600000.0,13.0,4.0,1.0,2.0,586.0
Kingsville,4,h,1336000.0,7.8,3.0,2.0,1.0,343.0
Reservoir,3,h,650000.0,11.2,3.0,1.0,3.0,620.0
St Kilda,5,h,4400000.0,6.1,5.0,4.0,4.0,657.0
Albion,3,t,580000.0,10.5,3.0,2.0,2.0,175.0
North Melbourne,2,u,450000.0,1.8,2.0,1.0,1.0,0.0
Parkdale,4,h,2185000.0,21.5,4.0,2.0,3.0,220.0
Malvern East,4,h,1700000.0,11.2,4.0,3.0,2.0,365.0
Canterbury,4,t,1420000.0,9.0,3.0,2.0,2.0,278.0
South Melbourne,3,h,2075000.0,2.1,3.0,2.0,0.0,141.0
Craigieburn,4,h,725000.0,20.6,4.0,2.0,3.0,854.0
Taylors Lakes,4,h,688000.0,15.5,4.0,2.0,1.0,645.0
North Melbourne,2,u,550000.0,1.8,2.0,1.0,0.0,4563.0
Murrumbeena,3,h,1965000.0,10.1,3.0,2.0,3.0,926.0
Hadfield,3,h,685500.0,12.1,3.0,1.0,2.0,724.0
Mitcham,2,h,655000.0,17.2,2.0,1.0,4.0,446.0
Preston,3,h,751000.0,8.8,3.0,1.0,0.0,148.0
Carlton North,2,h,2400000.0,3.2,1.0,2.0,0.0,413.0
Spotswood,3,h,927000.0,7.7,3.0,1.0,0.0,274.0
Mont Albert,5,h,1815000.0,11.8,5.0,1.0,0.0,711.0
Watsonia,3,h,740000.0,14.9,3.0,1.0,1.0,591.0
Armadale,3,t,1918000.0,6.3,3.0,2.0,2.0,0.0
Oakleigh East,3,h,875000.0,12.3,3.0,2.0,2.0,295.0
Reservoir,4,h,770000.0,11.2,4.0,3.0,3.0,697.0
Sunshine North,3,h,503000.0,13.3,3.0,1.0,1.0,251.0
Balwyn,2,u,605000.0,9.7,2.0,1.0,1.0,0.0
Fawkner,2,u,445000.0,12.4,2.0,1.0,1.0,196.0
Ormond,3,h,1103000.0,11.4,3.0,1.0,2.0,401.0
Yarraville,3,h,600000.0,7.0,4.0,1.0,1.0,0.0
Kew,3,h,1878000.0,5.6,3.0,2.0,1.0,392.0
Taylors Hill,3,h,645000.0,18.0,3.0,2.0,2.0,684.0
Avondale Heights,3,h,1107500.0,9.5,3.0,3.0,1.0,668.0
Hawthorn,4,h,2610000.0,4.6,4.0,2.0,7.0,0.0
Brighton,3,t,1427000.0,11.2,3.0,2.0,1.0,313.0
Surrey Hills,2,u,831000.0,11.2,2.0,1.0,1.0,982.0
Pascoe Vale,3,h,700000.0,9.9,3.0,1.0,2.0,449.0
Carnegie,3,u,1275000.0,10.1,3.0,2.0,2.0,750.0
Altona,4,h,1295000.0,13.8,3.0,1.0,2.0,725.0
Hawthorn,1,u,350000.0,4.6,1.0,1.0,1.0,0.0
Keilor East,4,h,845000.0,12.8,3.0,1.0,1.0,622.0
Sunshine,2,h,688000.0,12.6,2.0,1.0,1.0,611.0
Fawkner,3,h,585000.0,12.4,0.0,1.0,1.0,605.0
Williamstown,4,h,2165000.0,8.0,4.0,2.0,2.0,450.0
Bentleigh East,5,h,1275000.0,13.9,5.0,2.0,2.0,683.0
Ormond,3,h,1510000.0,11.4,3.0,2.0,3.0,540.0
Windsor,2,u,854000.0,5.1,2.0,1.0,1.0,774.0
Croydon,3,h,1005000.0,23.0,3.0,1.0,1.0,1018.0
Bentleigh,2,h,855000.0,13.0,2.0,1.0,1.0,296.0
Albion,3,h,685000.0,13.9,3.0,1.0,1.0,697.0
Elwood,3,h,1561000.0,7.7,3.0,2.0,0.0,218.0
Reservoir,2,h,535000.0,11.2,2.0,1.0,1.0,234.0
Cheltenham,3,h,1095000.0,17.9,3.0,2.0,1.0,637.0
Mount Waverley,3,h,1150000.0,14.2,3.0,2.0,3.0,650.0
Coburg North,3,h,782000.0,9.2,3.0,1.0,3.0,576.0
Noble Park,4,h,650000.0,22.7,4.0,1.0,2.0,660.0
Heidelberg West,3,h,330000.0,9.4,3.0,1.0,1.0,468.0
Balwyn North,4,h,2050000.0,9.7,4.0,3.0,2.0,526.0
Balwyn North,4,h,1460000.0,9.7,4.0,2.0,2.0,433.0
Templestowe Lower,3,h,1181000.0,12.4,3.0,1.0,2.0,656.0
Glenroy,2,h,540000.0,13.0,2.0,1.0,1.0,164.0
Yarraville,2,u,782000.0,7.0,2.0,1.0,1.0,1555.0
Ascot Vale,2,h,750000.0,5.9,2.0,1.0,1.0,226.0
North Melbourne,2,u,450000.0,2.3,2.0,1.0,1.0,1588.0
Hawthorn,2,u,891000.0,4.6,3.0,1.0,1.0,1585.0
Heidelberg Heights,3,h,805000.0,10.5,3.0,1.0,0.0,592.0
Glen Waverley,2,u,960000.0,16.7,2.0,1.0,1.0,229.0
Sunshine West,3,h,665000.0,13.5,3.0,3.0,2.0,699.0
Bulleen,4,h,1401000.0,11.8,5.0,2.0,2.0,617.0
Glen Iris,5,h,2352500.0,9.2,5.0,3.0,2.0,642.0
Keilor Park,3,h,722000.0,14.5,3.0,1.0,1.0,695.0
Bulleen,4,h,1240000.0,10.8,4.0,2.0,2.0,602.0
Balwyn North,2,h,1350000.0,9.2,2.0,1.0,2.0,467.0
Balwyn North,3,h,2100000.0,9.2,3.0,2.0,3.0,949.0
Ascot Vale,4,h,1316500.0,5.9,4.0,3.0,2.0,230.0
Caulfield South,4,t,1410000.0,9.3,4.0,2.0,3.0,342.0
Sunshine West,3,h,544500.0,13.5,4.0,2.0,2.0,696.0
Spotswood,2,h,850000.0,7.7,2.0,1.0,2.0,502.0
Pascoe Vale,2,u,541000.0,8.5,2.0,1.0,1.0,133.0
Kensington,1,u,360000.0,4.2,1.0,1.0,1.0,4267.0
Templestowe Lower,4,h,870000.0,13.8,4.0,1.0,2.0,826.0
Berwick,3,h,755000.0,35.2,3.0,2.0,2.0,840.0
Werribee,3,u,394000.0,14.7,3.0,2.0,4.0,287.0
Albert Park,2,h,1455000.0,3.3,2.0,1.0,0.0,159.0
Essendon,3,h,850000.0,7.5,3.0,2.0,2.0,204.0
Murrumbeena,3,t,860000.0,12.1,3.0,2.0,2.0,0.0
Altona,3,t,800000.0,13.8,3.0,2.0,2.0,280.0
Maribyrnong,2,u,420000.0,8.7,2.0,1.0,2.0,5661.0
West Footscray,3,h,967000.0,8.2,3.0,1.0,2.0,347.0
Kingsville,2,u,440000.0,7.8,2.0,1.0,1.0,117.0
Balwyn North,3,h,1750000.0,9.2,2.0,1.0,2.0,854.0
Hurstbridge,3,h,600000.0,26.1,3.0,2.0,,785.0
Reservoir,3,h,861000.0,12.0,3.0,2.0,3.0,488.0
Rosanna,3,u,600000.0,11.4,3.0,2.0,2.0,169.0
Fitzroy North,3,t,1015000.0,3.5,3.0,2.0,1.0,112.0
Brighton East,3,h,2150000.0,10.3,3.0,1.0,2.0,696.0
Oakleigh South,3,h,950000.0,15.5,3.0,1.0,2.0,660.0
Keilor East,4,h,920000.0,12.8,4.0,2.0,2.0,745.0
Hampton East,2,h,830000.0,14.5,2.0,1.0,2.0,658.0
South Yarra,1,u,537000.0,3.3,1.0,1.0,1.0,0.0
Brunswick West,4,h,921500.0,5.9,3.0,1.0,1.0,575.0
Oak Park,4,h,855333.0,11.5,4.0,1.0,2.0,694.0
Bulleen,4,h,1100000.0,11.8,4.0,2.0,2.0,693.0
Carnegie,3,u,1008000.0,11.4,3.0,2.0,1.0,300.0
Brunswick East,3,t,940000.0,4.5,3.0,1.0,2.0,213.0
Surrey Hills,4,h,2060000.0,11.2,4.0,2.0,2.0,745.0
Brunswick,1,t,625000.0,5.2,1.0,1.0,1.0,82.0
Malvern,3,h,4900000.0,5.9,3.0,4.0,2.0,950.0
Glen Iris,4,h,2850000.0,9.2,4.0,3.0,2.0,1184.0
Elwood,2,u,685000.0,7.7,2.0,1.0,1.0,0.0
Armadale,2,u,550000.0,6.3,2.0,1.0,0.0,861.0
Moonee Ponds,3,h,1480000.0,6.9,3.0,1.0,2.0,436.0
Elsternwick,3,h,1450000.0,8.5,3.0,1.0,2.0,351.0
Aspendale,3,h,780000.0,21.5,3.0,1.0,2.0,292.0
Carlton North,4,h,2520000.0,3.2,4.0,2.0,2.0,504.0
Cheltenham,3,h,900000.0,17.9,3.0,1.0,2.0,537.0
Rosanna,4,h,1800000.0,8.9,4.0,2.0,2.0,635.0
Aberfeldie,4,h,1200000.0,9.1,4.0,2.0,2.0,578.0
Bentleigh East,3,u,810000.0,13.9,3.0,2.0,1.0,316.0
Richmond,2,u,582000.0,2.6,2.0,1.0,1.0,0.0
Gladstone Park,3,h,650000.0,12.9,3.0,1.0,3.0,529.0
Camberwell,3,h,1650000.0,7.7,3.0,2.0,2.0,456.0
Pascoe Vale,4,h,780000.0,9.9,4.0,1.0,1.0,556.0
Caulfield South,2,h,1104000.0,9.3,2.0,1.0,1.0,534.0
Box Hill,3,h,1400000.0,13.1,3.0,2.0,1.0,643.0
Glen Huntly,2,u,812000.0,10.4,2.0,1.0,1.0,0.0
Kew,3,h,1290000.0,5.6,3.0,1.0,0.0,321.0
Kensington,3,h,1225000.0,3.4,3.0,2.0,2.0,223.0
Abbotsford,2,h,1180000.0,2.5,2.0,1.0,0.0,162.0
Malvern,5,h,4240000.0,7.4,5.0,3.0,3.0,580.0
Flemington,2,u,391000.0,4.4,2.0,1.0,1.0,0.0
Templestowe Lower,4,h,1280000.0,12.4,4.0,2.0,2.0,887.0
Bentleigh East,4,h,1100000.0,13.9,4.0,2.0,1.0,274.0
Coburg,3,h,1130000.0,7.8,3.0,1.0,2.0,735.0
Heidelberg Heights,3,t,706750.0,10.5,3.0,2.0,2.0,250.0
Sunshine,3,h,960000.0,10.5,3.0,2.0,2.0,655.0
Preston,3,h,1162500.0,8.8,3.0,2.0,2.0,463.0
Middle Park,2,h,1025000.0,4.1,2.0,1.0,0.0,123.0
Ivanhoe East,5,h,3850000.0,9.0,5.0,4.0,2.0,2064.0
Reservoir,3,h,546000.0,11.2,3.0,1.0,2.0,592.0
Hawthorn East,2,h,1385000.0,7.5,2.0,1.0,2.0,326.0
West Melbourne,2,t,1013000.0,1.9,2.0,2.0,1.0,0.0
St Kilda,2,u,500000.0,6.1,2.0,2.0,2.0,0.0
Coburg,4,h,1250000.0,7.8,4.0,3.0,1.0,515.0
Caulfield North,2,u,655000.0,8.1,2.0,1.0,1.0,0.0
Burnley,2,h,1231010.0,3.5,2.0,1.0,2.0,225.0
Altona,3,u,730000.0,13.8,3.0,2.0,1.0,69.0
Brunswick,3,h,1050000.0,5.2,3.0,1.0,1.0,239.0
South Morang,5,h,597000.0,20.5,5.0,3.0,2.0,582.0
Bentleigh East,2,u,592000.0,13.8,2.0,1.0,1.0,121.0
Avondale Heights,4,h,773000.0,9.5,4.0,2.0,2.0,344.0
St Kilda,1,u,400000.0,6.1,1.0,1.0,1.0,0.0
Altona North,3,h,900000.0,9.4,3.0,1.0,2.0,672.0
Brunswick,1,u,528000.0,5.2,1.0,1.0,1.0,0.0
Sunshine West,3,h,650000.0,10.5,3.0,1.0,2.0,691.0
West Melbourne,1,u,460000.0,1.9,1.0,1.0,1.0,0.0
Watsonia,2,u,342500.0,14.9,2.0,1.0,1.0,0.0
Pascoe Vale,3,t,667500.0,9.9,3.0,2.0,2.0,167.0
Parkville,3,u,835000.0,2.6,3.0,1.0,1.0,0.0
Mordialloc,4,h,1400000.0,21.5,4.0,2.0,2.0,530.0
St Kilda,2,u,455000.0,6.1,2.0,1.0,1.0,0.0
Ormond,2,h,765000.0,11.8,2.0,1.0,2.0,300.0
Pascoe Vale,3,t,560000.0,9.9,3.0,2.0,1.0,141.0
Elsternwick,3,h,1460000.0,7.2,3.0,1.0,0.0,377.0
Northcote,4,h,2270000.0,5.5,4.0,2.0,2.0,440.0
Brunswick,3,h,1020000.0,5.2,3.0,1.0,3.0,308.0
Windsor,1,u,350000.0,5.1,1.0,1.0,0.0,0.0
Sunshine,3,h,625000.0,12.6,3.0,1.0,1.0,459.0
Deepdene,2,h,710000.0,7.9,2.0,1.0,2.0,1533.0
Northcote,1,u,410000.0,5.5,1.0,1.0,0.0,0.0
St Albans,3,t,460000.0,14.0,3.0,1.0,1.0,160.0
Bentleigh,2,u,855000.0,13.0,2.0,2.0,3.0,226.0
Black Rock,4,h,2000000.0,17.3,4.0,2.0,4.0,823.0
Southbank,2,h,815000.0,1.2,2.0,1.0,0.0,0.0
Boronia,3,h,700000.0,25.0,3.0,1.0,1.0,439.0
Flemington,2,u,556000.0,4.4,2.0,2.0,1.0,0.0
Yarraville,2,h,630000.0,7.0,2.0,2.0,2.0,168.0
Bentleigh East,4,h,1310000.0,13.9,4.0,2.0,2.0,606.0
Yarraville,4,h,1158000.0,7.0,4.0,1.0,3.0,411.0
Moonee Ponds,4,h,1270000.0,6.2,4.0,1.0,3.0,478.0
Bellfield,3,h,1110000.0,9.5,3.0,1.0,2.0,730.0
Thomastown,3,h,580000.0,15.3,3.0,1.0,2.0,525.0
Essendon,3,h,855000.0,8.0,3.0,1.0,2.0,396.0
Balaclava,1,u,290000.0,6.4,1.0,1.0,1.0,880.0
Northcote,3,t,830000.0,5.5,3.0,3.0,1.0,55.0
Elsternwick,4,h,1007000.0,8.5,4.0,2.0,2.0,125.0
Templestowe Lower,3,h,1010000.0,13.8,3.0,2.0,2.0,751.0
Sunshine North,3,h,690500.0,10.5,3.0,1.0,0.0,637.0
Preston,3,h,910000.0,8.8,3.0,1.0,1.0,486.0
Niddrie,3,t,715000.0,10.4,3.0,1.0,1.0,178.0
Maidstone,2,u,352500.0,9.2,2.0,1.0,1.0,15100.0
Brunswick East,2,t,771000.0,4.5,2.0,2.0,2.0,0.0
Malvern East,2,u,480000.0,11.2,2.0,1.0,1.0,0.0
Bentleigh East,2,u,835000.0,13.9,2.0,2.0,1.0,362.0
Brighton,5,h,2730000.0,11.2,5.0,3.0,2.0,895.0
Mill Park,4,h,550000.0,17.9,4.0,2.0,1.0,531.0
Montmorency,3,h,881100.0,16.2,3.0,2.0,4.0,786.0
Altona North,3,h,680000.0,11.1,3.0,1.0,3.0,551.0
Fairfield,2,u,548000.0,5.8,2.0,1.0,1.0,0.0
Pascoe Vale,5,h,958000.0,9.9,5.0,2.0,2.0,706.0
Altona,3,u,670000.0,11.0,3.0,2.0,1.0,284.0
Footscray,3,h,780000.0,6.4,3.0,1.0,2.0,323.0
Northcote,2,h,844000.0,5.5,2.0,1.0,1.0,174.0
Mill Park,5,h,598000.0,17.9,5.0,3.0,1.0,531.0
Heidelberg Heights,3,u,630000.0,8.8,3.0,1.0,1.0,277.0
Kensington,2,h,1005000.0,4.2,2.0,1.0,0.0,274.0
Northcote,3,h,1655000.0,5.5,3.0,1.0,3.0,472.0
Brunswick East,2,h,970000.0,4.5,1.0,1.0,1.0,213.0
Airport West,3,h,715000.0,13.5,3.0,2.0,2.0,422.0
Altona,2,u,540000.0,11.0,2.0,1.0,1.0,132.0
Avondale Heights,2,t,585000.0,10.5,2.0,1.0,1.0,136.0
Airport West,3,t,700000.0,13.5,3.0,2.0,2.0,165.0
Balwyn,5,h,2562000.0,7.9,5.0,3.0,2.0,671.0
Forest Hill,4,h,1078000.0,15.4,4.0,1.0,1.0,611.0
Reservoir,5,h,1000000.0,12.0,5.0,2.0,6.0,892.0
Coburg,3,h,825000.0,7.8,3.0,1.0,2.0,577.0
Alphington,4,h,2220000.0,5.7,4.0,2.0,3.0,580.0
Brighton East,4,h,1580000.0,10.3,4.0,1.0,2.0,890.0
Carlton,2,u,705000.0,1.8,2.0,1.0,1.0,0.0
Camberwell,3,u,835000.0,7.8,3.0,1.0,1.0,112.0
Richmond,1,u,360000.0,2.6,1.0,1.0,1.0,1332.0
Port Melbourne,2,u,550000.0,3.8,2.0,1.0,1.0,0.0
Footscray,3,h,740000.0,6.4,3.0,1.0,1.0,211.0
Westmeadows,2,h,560000.0,16.5,2.0,2.0,2.0,424.0
St Helena,5,h,1387000.0,16.1,5.0,3.0,3.0,1348.0
Reservoir,2,h,635000.0,11.2,2.0,1.0,1.0,608.0
Clayton South,3,h,745000.0,17.5,3.0,2.0,2.0,180.0
Endeavour Hills,3,h,630000.0,28.5,3.0,2.0,2.0,581.0
Ferntree Gully,3,t,664000.0,24.8,3.0,2.0,1.0,219.0
Hampton,3,u,1457500.0,13.7,3.0,2.0,2.0,0.0
Thornbury,1,u,330000.0,6.5,1.0,1.0,1.0,0.0
Maribyrnong,3,h,920000.0,8.7,3.0,1.0,2.0,689.0
Kew,4,h,2560000.0,5.6,4.0,3.0,4.0,670.0
Altona North,3,h,1070000.0,9.4,3.0,1.0,3.0,693.0
Doncaster,4,h,1955000.0,13.9,4.0,2.0,2.0,1033.0
Maribyrnong,2,u,530000.0,4.3,2.0,1.0,1.0,81.0
Berwick,4,h,920000.0,35.2,4.0,5.0,2.0,638.0
Malvern East,3,h,1837000.0,11.2,4.0,2.0,1.0,769.0
Richmond,3,t,1012000.0,2.6,3.0,2.0,1.0,80.0
Coburg North,3,h,860000.0,9.2,3.0,2.0,3.0,472.0
Sunshine North,3,h,632000.0,10.5,3.0,1.0,1.0,471.0
Ashburton,4,h,1550000.0,11.0,4.0,2.0,2.0,780.0
Richmond,3,h,1361000.0,2.6,3.0,2.0,1.0,99.0
Newport,4,h,1230000.0,8.4,4.0,2.0,1.0,402.0
Flemington,1,u,345000.0,4.4,1.0,1.0,1.0,0.0
Preston,3,h,990000.0,8.8,3.0,2.0,2.0,475.0
Richmond,2,u,630000.0,2.6,2.0,2.0,1.0,3512.0
Bentleigh East,4,t,1045000.0,13.9,4.0,2.0,1.0,316.0
South Yarra,3,h,1945000.0,3.3,3.0,2.0,1.0,194.0
Thornbury,2,u,525500.0,6.5,2.0,1.0,1.0,724.0
Ferntree Gully,3,h,805000.0,24.8,3.0,1.0,2.0,1008.0
Fawkner,3,h,805000.0,13.1,3.0,2.0,2.0,572.0
Essendon,3,h,1240000.0,7.5,3.0,1.0,2.0,476.0
Spotswood,3,h,965000.0,6.2,3.0,1.0,2.0,478.0
Glenroy,4,h,655000.0,13.0,4.0,1.0,2.0,695.0
Glenroy,3,h,588000.0,13.0,3.0,1.0,1.0,616.0
Blackburn,2,u,485000.0,13.4,2.0,1.0,1.0,0.0
St Kilda,1,u,480000.0,5.0,1.0,1.0,1.0,0.0
Highett,4,h,1911000.0,16.0,4.0,3.0,2.0,616.0
Caulfield North,2,u,520500.0,8.1,2.0,1.0,1.0,0.0
